"Plot Title: 1418 Closet and Attic "
"#","Time, GMT-08:00","Temp, ¡C()","RH, %()","Intensity, Lux()","Temp, ¡C()"
3762,09-03-06 12:20:00 ,20.317,68.293,3.9,17.891
3763,09-03-06 12:25:00 ,20.293,68.289,3.9,17.867
3764,09-03-06 12:30:00 ,20.269,68.285,3.9,17.891
3765,09-03-06 12:35:00 ,20.222,68.276,3.9,17.891
3766,09-03-06 12:40:00 ,20.198,68.300,3.9,17.915
3767,09-03-06 12:45:00 ,20.174,68.296,3.9,17.986
3768,09-03-06 12:50:00 ,20.150,68.574,3.9,18.224
3769,09-03-06 12:55:00 ,20.150,68.828,3.9,18.533
3770,09-03-06 13:00:00 ,20.174,69.057,3.9,18.937
3771,09-03-06 13:05:00 ,20.222,69.178,3.9,19.199
3772,09-03-06 13:10:00 ,20.269,69.187,3.9,19.270
3773,09-03-06 13:15:00 ,20.317,69.139,3.9,19.222
3774,09-03-06 13:20:00 ,20.365,69.035,11.8,19.103
3775,09-03-06 13:25:00 ,20.412,68.931,3.9,19.103
3776,09-03-06 13:30:00 ,20.460,68.827,3.9,19.032
3777,09-03-06 13:35:00 ,20.460,68.743,11.8,18.985
3778,09-03-06 13:40:00 ,20.484,68.662,3.9,18.913
3779,09-03-06 13:45:00 ,20.507,68.582,3.9,19.080
3780,09-03-06 13:50:00 ,20.507,68.667,3.9,19.413
3781,09-03-06 13:55:00 ,20.531,68.784,11.8,19.698
3782,09-03-06 14:00:00 ,20.603,68.938,11.8,20.150
3783,09-03-06 14:05:00 ,20.650,68.946,3.9,20.388
3784,09-03-06 14:10:00 ,20.746,68.907,11.8,20.507
3785,09-03-06 14:15:00 ,20.817,68.807,3.9,20.436
3786,09-03-06 14:20:00 ,20.865,68.674,3.9,20.436
3787,09-03-06 14:25:00 ,20.913,68.598,3.9,20.269
3788,09-03-06 14:30:00 ,20.960,68.522,3.9,20.198
3789,09-03-06 14:35:00 ,20.984,68.469,11.8,20.103
3790,09-03-06 14:40:00 ,21.008,68.389,3.9,20.150
3791,09-03-06 14:45:00 ,21.032,68.336,3.9,20.103
3792,09-03-06 14:50:00 ,21.056,68.284,3.9,20.055
3793,09-03-06 14:55:00 ,21.056,68.227,11.8,19.984
3794,09-03-06 15:00:00 ,21.079,68.175,11.8,19.888
3795,09-03-06 15:05:00 ,21.079,68.118,3.9,19.888
3796,09-03-06 15:10:00 ,21.079,68.089,3.9,19.817
3797,09-03-06 15:15:00 ,21.079,68.033,3.9,19.698
3798,09-03-06 15:20:00 ,21.079,68.004,3.9,19.603
3799,09-03-06 15:25:00 ,21.079,67.890,3.9,19.603
3800,09-03-06 15:30:00 ,21.079,67.777,3.9,19.674
3801,09-03-06 15:35:00 ,21.079,67.720,3.9,19.603
3802,09-03-06 15:40:00 ,21.103,67.695,3.9,19.603
3803,09-03-06 15:45:00 ,21.127,67.671,11.8,19.555
3804,09-03-06 15:50:00 ,21.127,67.643,3.9,19.484
3805,09-03-06 15:55:00 ,21.127,67.586,3.9,19.294
3806,09-03-06 16:00:00 ,21.127,67.557,3.9,19.246
3807,09-03-06 16:05:00 ,21.127,67.529,3.9,19.175
3808,09-03-06 16:10:00 ,21.127,67.500,3.9,19.056
3809,09-03-06 16:15:00 ,21.127,67.414,3.9,18.985
3810,09-03-06 16:20:00 ,21.127,67.129,3.9,19.151
3811,09-03-06 16:25:00 ,21.127,67.100,11.8,19.365
3812,09-03-06 16:30:00 ,21.127,67.043,3.9,19.436
3813,09-03-06 16:35:00 ,21.175,66.994,3.9,19.413
3814,09-03-06 16:40:00 ,21.223,66.916,3.9,19.294
3815,09-03-06 16:45:00 ,21.246,66.863,3.9,19.199
3816,09-03-06 16:50:00 ,21.246,66.777,3.9,19.032
3817,09-03-06 16:55:00 ,21.270,66.753,3.9,18.913
3818,09-03-06 17:00:00 ,21.270,66.724,3.9,18.794
3819,09-03-06 17:05:00 ,21.270,66.724,3.9,18.652
3820,09-03-06 17:10:00 ,21.246,66.662,3.9,18.461
3821,09-03-06 17:15:00 ,21.223,66.716,11.8,18.366
3822,09-03-06 17:20:00 ,21.223,66.687,3.9,18.247
3823,09-03-06 17:25:00 ,21.199,66.568,11.8,18.129
3824,09-03-06 17:30:00 ,21.175,66.621,3.9,18.033
3825,09-03-06 17:35:00 ,21.127,66.613,3.9,17.962
3826,09-03-06 17:40:00 ,21.103,66.523,3.9,17.867
3827,09-03-06 17:45:00 ,21.056,66.514,3.9,17.748
3828,09-03-06 17:50:00 ,21.032,66.510,3.9,17.653
3829,09-03-06 17:55:00 ,20.984,66.502,11.8,17.582
3830,09-03-06 18:00:00 ,20.936,66.494,3.9,17.510
3831,09-03-06 18:05:00 ,20.913,66.489,11.8,17.415
3832,09-03-06 18:10:00 ,20.865,66.510,3.9,17.296
3833,09-03-06 18:15:00 ,20.817,66.473,3.9,17.225
3834,09-03-06 18:20:00 ,20.770,66.522,11.8,17.130
3835,09-03-06 18:25:00 ,20.746,66.460,3.9,17.058
3836,09-03-06 18:30:00 ,20.674,66.505,11.8,16.963
3837,09-03-06 18:35:00 ,20.650,66.444,11.8,16.844
3838,09-03-06 18:40:00 ,20.579,66.431,3.9,16.773
3839,09-03-06 18:45:00 ,20.531,66.509,3.9,16.725
3840,09-03-06 18:50:00 ,20.484,66.587,3.9,16.677
3841,09-03-06 18:55:00 ,20.436,66.578,3.9,16.630
3842,09-03-06 19:00:00 ,20.365,66.623,3.9,16.558
3843,09-03-06 19:05:00 ,20.317,66.672,3.9,16.463
3844,09-03-06 19:10:00 ,20.269,66.692,3.9,16.439
3845,09-03-06 19:15:00 ,20.222,66.741,3.9,16.368
3846,09-03-06 19:20:00 ,20.150,66.757,3.9,16.272
3847,09-03-06 19:25:00 ,20.103,66.806,11.8,16.249
3848,09-03-06 19:30:00 ,20.031,66.822,11.8,16.177
3849,09-03-06 19:35:00 ,19.984,66.871,3.9,16.082
3850,09-03-06 19:40:00 ,19.936,66.920,3.9,16.010
3851,09-03-06 19:45:00 ,19.888,66.968,3.9,15.963
3852,09-03-06 19:50:00 ,19.841,66.988,3.9,15.891
3853,09-03-06 19:55:00 ,19.793,67.008,3.9,15.796
3854,09-03-06 20:00:00 ,19.722,67.053,3.9,15.724
3855,09-03-06 20:05:00 ,19.674,67.073,11.8,15.652
3856,09-03-06 20:10:00 ,19.627,67.065,3.9,15.605
3857,09-03-06 20:15:00 ,19.579,67.085,3.9,15.533
3858,09-03-06 20:20:00 ,19.532,67.105,11.8,15.438
3859,09-03-06 20:25:00 ,19.484,67.125,11.8,15.366
3860,09-03-06 20:30:00 ,19.413,67.169,3.9,15.318
3861,09-03-06 20:35:00 ,19.365,67.189,11.8,15.247
3862,09-03-06 20:40:00 ,19.318,67.209,11.8,15.175
3863,09-03-06 20:45:00 ,19.270,67.229,11.8,15.127
3864,09-03-06 20:50:00 ,19.222,67.249,3.9,15.055
3865,09-03-06 20:55:00 ,19.175,67.269,3.9,15.008
3866,09-03-06 21:00:00 ,19.127,67.289,3.9,14.936
3867,09-03-06 21:05:00 ,19.080,67.309,3.9,14.864
3868,09-03-06 21:10:00 ,19.032,67.357,3.9,14.816
3869,09-03-06 21:15:00 ,18.985,67.348,3.9,14.768
3870,09-03-06 21:20:00 ,18.937,67.368,3.9,14.697
3871,09-03-06 21:25:00 ,18.866,67.384,3.9,14.649
3872,09-03-06 21:30:00 ,18.818,67.262,3.9,14.816
3873,09-03-06 21:35:00 ,18.747,67.221,3.9,15.079
3874,09-03-06 21:40:00 ,18.747,67.419,3.9,15.390
3875,09-03-06 21:45:00 ,18.747,67.589,3.9,15.676
3876,09-03-06 21:50:00 ,18.794,67.682,3.9,15.963
3877,09-03-06 21:55:00 ,18.842,67.803,11.8,16.225
3878,09-03-06 22:00:00 ,18.937,67.877,3.9,16.511
3879,09-03-06 22:05:00 ,19.032,67.894,3.9,16.654
3880,09-03-06 22:10:00 ,19.151,67.887,3.9,16.892
3881,09-03-06 22:15:00 ,19.270,67.852,11.8,17.034
3882,09-03-06 22:20:00 ,19.389,67.816,11.8,17.320
3883,09-03-06 22:25:00 ,19.508,67.753,11.8,17.486
3884,09-03-06 22:30:00 ,19.627,67.661,11.8,17.653
3885,09-03-06 22:35:00 ,19.770,67.573,11.8,17.867
3886,09-03-06 22:40:00 ,19.888,67.452,11.8,18.010
3887,09-03-06 22:45:00 ,20.007,67.302,11.8,18.200
3888,09-03-06 22:50:00 ,20.126,67.152,3.9,18.295
3889,09-03-06 22:55:00 ,20.269,67.007,3.9,18.438
3890,09-03-06 23:00:00 ,20.388,66.828,3.9,18.509
3891,09-03-06 23:05:00 ,20.507,66.648,11.8,18.604
3892,09-03-06 23:10:00 ,20.627,66.440,11.8,18.723
3893,09-03-06 23:15:00 ,20.746,66.460,11.8,18.842
3894,09-03-06 23:20:00 ,20.865,66.165,3.9,18.985
3895,09-03-06 23:25:00 ,20.984,65.984,11.8,19.056
3896,09-03-06 23:30:00 ,21.103,65.832,3.9,19.151
3897,09-03-06 23:35:00 ,21.223,65.650,3.9,19.270
3898,09-03-06 23:40:00 ,21.318,65.464,11.8,19.365
3899,09-03-06 23:45:00 ,21.437,65.252,3.9,19.365
3900,09-03-06 23:50:00 ,21.533,64.891,3.9,19.175
3901,09-03-06 23:55:00 ,21.604,64.612,11.8,18.913
3902,09-03-07 00:00:00 ,21.652,64.445,11.8,18.652
3903,09-03-07 00:05:00 ,21.652,64.357,3.9,18.390
3904,09-03-07 00:10:00 ,21.676,64.420,11.8,18.176
3905,09-03-07 00:15:00 ,21.652,64.503,3.9,18.010
3906,09-03-07 00:20:00 ,21.628,64.558,3.9,17.819
3907,09-03-07 00:25:00 ,21.604,64.554,11.8,17.653
3908,09-03-07 00:30:00 ,21.581,64.550,3.9,17.486
3909,09-03-07 00:35:00 ,21.533,64.542,11.8,17.439
3910,09-03-07 00:40:00 ,21.485,64.534,3.9,17.296
3911,09-03-07 00:45:00 ,21.437,64.555,3.9,17.130
3912,09-03-07 00:50:00 ,21.390,64.517,3.9,17.034
3913,09-03-07 00:55:00 ,21.318,64.418,3.9,16.939
3914,09-03-07 01:00:00 ,21.246,64.406,11.8,16.725
3915,09-03-07 01:05:00 ,21.199,64.398,11.8,16.606
3916,09-03-07 01:10:00 ,21.127,64.444,3.9,16.558
3917,09-03-07 01:15:00 ,21.056,64.432,3.9,16.392
3918,09-03-07 01:20:00 ,20.984,64.391,11.8,16.320
3919,09-03-07 01:25:00 ,20.913,64.408,3.9,16.201
3920,09-03-07 01:30:00 ,20.841,64.454,3.9,16.129
3921,09-03-07 01:35:00 ,20.746,64.467,11.8,16.058
3922,09-03-07 01:40:00 ,20.674,64.513,11.8,15.915
3923,09-03-07 01:45:00 ,20.603,64.530,11.8,15.796
3924,09-03-07 01:50:00 ,20.531,64.547,3.9,15.700
3925,09-03-07 01:55:00 ,20.460,64.593,11.8,15.581
3926,09-03-07 02:00:00 ,20.412,64.614,3.9,15.509
3927,09-03-07 02:05:00 ,20.341,64.631,3.9,15.414
3928,09-03-07 02:10:00 ,20.269,64.619,3.9,15.318
3929,09-03-07 02:15:00 ,20.174,64.661,3.9,15.199
3930,09-03-07 02:20:00 ,20.103,64.678,11.8,15.103
3931,09-03-07 02:25:00 ,20.031,64.724,11.8,15.008
3932,09-03-07 02:30:00 ,19.960,64.741,11.8,14.912
3933,09-03-07 02:35:00 ,19.888,64.815,3.9,14.816
3934,09-03-07 02:40:00 ,19.793,64.886,3.9,14.721
3935,09-03-07 02:45:00 ,19.722,64.960,3.9,14.601
3936,09-03-07 02:50:00 ,19.651,65.006,11.8,14.505
3937,09-03-07 02:55:00 ,19.579,65.080,11.8,14.433
3938,09-03-07 03:00:00 ,19.484,65.122,3.9,14.337
3939,09-03-07 03:05:00 ,19.413,65.196,3.9,14.242
3940,09-03-07 03:10:00 ,19.341,65.241,11.8,14.170
3941,09-03-07 03:15:00 ,19.270,65.287,11.8,14.074
3942,09-03-07 03:20:00 ,19.199,65.332,11.8,14.026
3943,09-03-07 03:25:00 ,19.127,65.406,3.9,13.930
3944,09-03-07 03:30:00 ,19.032,65.447,3.9,13.858
3945,09-03-07 03:35:00 ,18.985,65.467,3.9,13.786
3946,09-03-07 03:40:00 ,18.913,65.541,3.9,13.690
3947,09-03-07 03:45:00 ,18.818,65.582,3.9,13.642
3948,09-03-07 03:50:00 ,18.747,65.627,11.8,13.570
3949,09-03-07 03:55:00 ,18.699,65.676,11.8,13.449
3950,09-03-07 04:00:00 ,18.628,65.692,3.9,13.425
3951,09-03-07 04:05:00 ,18.557,65.737,3.9,13.305
3952,09-03-07 04:10:00 ,18.461,65.778,3.9,13.257
3953,09-03-07 04:15:00 ,18.414,65.827,3.9,13.185
3954,09-03-07 04:20:00 ,18.343,65.872,3.9,13.137
3955,09-03-07 04:25:00 ,18.271,65.916,3.9,13.088
3956,09-03-07 04:30:00 ,18.224,66.022,3.9,13.016
3957,09-03-07 04:35:00 ,18.152,66.010,3.9,12.968
3958,09-03-07 04:40:00 ,18.081,65.997,3.9,12.871
3959,09-03-07 04:45:00 ,18.033,65.989,3.9,12.799
3960,09-03-07 04:50:00 ,17.962,65.976,3.9,12.727
3961,09-03-07 04:55:00 ,17.891,65.964,3.9,12.678
3962,09-03-07 05:00:00 ,17.843,65.956,3.9,12.630
3963,09-03-07 05:05:00 ,17.796,66.004,3.9,12.534
3964,09-03-07 05:10:00 ,17.724,66.049,3.9,12.485
3965,09-03-07 05:15:00 ,17.653,66.122,3.9,12.437
3966,09-03-07 05:20:00 ,17.605,66.142,3.9,12.389
3967,09-03-07 05:25:00 ,17.534,66.158,3.9,12.316
3968,09-03-07 05:30:00 ,17.486,66.178,3.9,12.243
3969,09-03-07 05:35:00 ,17.415,66.194,3.9,12.171
3970,09-03-07 05:40:00 ,17.368,66.242,3.9,12.122
3971,09-03-07 05:45:00 ,17.296,66.230,3.9,12.098
3972,09-03-07 05:50:00 ,17.249,66.278,3.9,12.025
3973,09-03-07 05:55:00 ,17.177,66.265,3.9,11.953
3974,09-03-07 06:00:00 ,17.130,66.314,3.9,11.904
3975,09-03-07 06:05:00 ,17.058,66.330,3.9,11.856
3976,09-03-07 06:10:00 ,17.011,66.350,3.9,11.783
3977,09-03-07 06:15:00 ,16.939,66.394,3.9,11.734
3978,09-03-07 06:20:00 ,16.892,66.413,3.9,11.686
3979,09-03-07 06:25:00 ,16.844,66.433,3.9,11.613
3980,09-03-07 06:30:00 ,16.773,66.449,3.9,11.565
3981,09-03-07 06:35:00 ,16.725,66.469,3.9,11.516
3982,09-03-07 06:40:00 ,16.654,66.485,3.9,11.443
3983,09-03-07 06:45:00 ,16.606,66.476,3.9,11.419
3984,09-03-07 06:50:00 ,16.558,66.524,3.9,11.370
3985,09-03-07 06:55:00 ,16.487,66.540,3.9,11.321
3986,09-03-07 07:00:00 ,16.439,66.560,3.9,11.273
3987,09-03-07 07:05:00 ,16.368,66.547,3.9,11.224
3988,09-03-07 07:10:00 ,16.344,66.599,3.9,11.175
3989,09-03-07 07:15:00 ,16.272,66.615,3.9,11.151
3990,09-03-07 07:20:00 ,16.225,66.606,3.9,11.102
3991,09-03-07 07:25:00 ,16.177,66.654,3.9,11.078
3992,09-03-07 07:30:00 ,16.129,66.674,3.9,11.053
3993,09-03-07 07:35:00 ,16.082,66.694,3.9,11.029
3994,09-03-07 07:40:00 ,16.010,66.709,3.9,11.029
3995,09-03-07 07:45:00 ,15.963,66.729,3.9,10.980
3996,09-03-07 07:50:00 ,15.915,66.776,3.9,11.005
3997,09-03-07 07:55:00 ,15.867,66.796,3.9,11.005
3998,09-03-07 08:00:00 ,15.796,66.811,3.9,10.980
3999,09-03-07 08:05:00 ,15.772,66.835,3.9,11.005
4000,09-03-07 08:10:00 ,15.724,66.855,3.9,11.005
4001,09-03-07 08:15:00 ,15.700,66.879,3.9,11.029
4002,09-03-07 08:20:00 ,15.629,66.894,3.9,11.029
4003,09-03-07 08:25:00 ,15.605,66.946,3.9,11.078
4004,09-03-07 08:30:00 ,15.557,66.965,3.9,11.102
4005,09-03-07 08:35:00 ,15.533,66.989,3.9,11.151
4006,09-03-07 08:40:00 ,15.509,67.013,3.9,11.175
4007,09-03-07 08:45:00 ,15.461,67.004,3.9,11.200
4008,09-03-07 08:50:00 ,15.438,67.056,3.9,11.248
4009,09-03-07 08:55:00 ,15.414,67.080,3.9,11.273
4010,09-03-07 09:00:00 ,15.366,67.099,3.9,11.346
4011,09-03-07 09:05:00 ,15.342,67.123,3.9,11.394
4012,09-03-07 09:10:00 ,15.318,67.118,3.9,11.443
4013,09-03-07 09:15:00 ,15.294,67.142,3.9,11.467
4014,09-03-07 09:20:00 ,15.294,67.170,3.9,11.540
4015,09-03-07 09:25:00 ,15.247,67.161,3.9,11.613
4016,09-03-07 09:30:00 ,15.223,67.157,3.9,11.686
4017,09-03-07 09:35:00 ,15.223,67.157,3.9,11.759
4018,09-03-07 09:40:00 ,15.223,67.185,3.9,11.832
4019,09-03-07 09:45:00 ,15.199,67.209,3.9,11.904
4020,09-03-07 09:50:00 ,15.199,67.181,3.9,11.953
4021,09-03-07 09:55:00 ,15.199,67.209,3.9,12.050
4022,09-03-07 10:00:00 ,15.199,67.181,3.9,12.147
4023,09-03-07 10:05:00 ,15.175,67.204,3.9,12.243
4024,09-03-07 10:10:00 ,15.175,67.204,3.9,12.340
4025,09-03-07 10:15:00 ,15.175,67.204,3.9,12.413
4026,09-03-07 10:20:00 ,15.175,67.232,3.9,12.534
4027,09-03-07 10:25:00 ,15.175,67.232,3.9,12.630
4028,09-03-07 10:30:00 ,15.175,67.260,3.9,12.703
4029,09-03-07 10:35:00 ,15.175,67.288,3.9,12.847
4030,09-03-07 10:40:00 ,15.175,67.511,3.9,13.112
4031,09-03-07 10:45:00 ,15.199,67.710,3.9,13.522
4032,09-03-07 10:50:00 ,15.247,68.052,3.9,14.026
4033,09-03-07 10:55:00 ,15.318,68.481,3.9,14.529
4034,09-03-07 11:00:00 ,15.414,68.857,3.9,14.960
4035,09-03-07 11:05:00 ,15.533,69.155,3.9,15.390
4036,09-03-07 11:10:00 ,15.676,69.402,3.9,15.819
4037,09-03-07 11:15:00 ,15.819,69.483,3.9,16.201
4038,09-03-07 11:20:00 ,15.986,69.404,3.9,16.534
4039,09-03-07 11:25:00 ,16.153,69.242,11.8,16.868
4040,09-03-07 11:30:00 ,16.320,69.106,3.9,17.177
4041,09-03-07 11:35:00 ,16.511,69.003,3.9,17.510
4042,09-03-07 11:40:00 ,16.677,68.839,11.8,17.796
4043,09-03-07 11:45:00 ,16.868,68.735,11.8,18.129
4044,09-03-07 11:50:00 ,17.058,69.187,11.8,18.461
4045,09-03-07 11:55:00 ,17.296,69.977,3.9,18.818
4046,09-03-07 12:00:00 ,17.510,70.127,3.9,19.032
4047,09-03-07 12:05:00 ,17.748,69.840,3.9,19.127
4048,09-03-07 12:10:00 ,17.938,69.515,11.8,19.080
4049,09-03-07 12:15:00 ,18.081,69.179,3.9,19.032
4050,09-03-07 12:20:00 ,18.224,68.955,11.8,18.913
4051,09-03-07 12:25:00 ,18.343,68.725,11.8,18.771
4052,09-03-07 12:30:00 ,18.414,68.570,11.8,18.747
4053,09-03-07 12:35:00 ,18.485,68.274,11.8,18.723
4054,09-03-07 12:40:00 ,18.557,68.147,3.9,18.747
4055,09-03-07 12:45:00 ,18.580,68.066,11.8,18.771
4056,09-03-07 12:50:00 ,18.628,67.878,3.9,18.723
4057,09-03-07 12:55:00 ,18.652,67.798,3.9,18.652
4058,09-03-07 13:00:00 ,18.652,67.769,11.8,18.628
4059,09-03-07 13:05:00 ,18.652,67.798,11.8,18.580
4060,09-03-07 13:10:00 ,18.652,67.769,11.8,18.580
4061,09-03-07 13:15:00 ,18.652,67.713,3.9,18.580
4062,09-03-07 13:20:00 ,18.652,67.657,11.8,18.604
4063,09-03-07 13:25:00 ,18.652,67.628,11.8,18.628
4064,09-03-07 13:30:00 ,18.652,67.600,11.8,18.675
4065,09-03-07 13:35:00 ,18.628,67.568,3.9,18.747
4066,09-03-07 13:40:00 ,18.628,67.540,11.8,18.842
4067,09-03-07 13:45:00 ,18.604,67.507,3.9,18.961
4068,09-03-07 13:50:00 ,18.604,67.479,3.9,19.032
4069,09-03-07 13:55:00 ,18.604,67.451,3.9,19.151
4070,09-03-07 14:00:00 ,18.580,67.446,3.9,19.270
4071,09-03-07 14:05:00 ,18.580,67.418,11.8,19.413
4072,09-03-07 14:10:00 ,18.580,67.418,3.9,19.508
4073,09-03-07 14:15:00 ,18.604,67.394,11.8,19.627
4074,09-03-07 14:20:00 ,18.604,67.394,3.9,19.746
4075,09-03-07 14:25:00 ,18.604,67.394,3.9,19.817
4076,09-03-07 14:30:00 ,18.604,67.394,11.8,19.888
4077,09-03-07 14:35:00 ,18.604,67.394,3.9,19.960
4078,09-03-07 14:40:00 ,18.628,67.370,3.9,19.960
4079,09-03-07 14:45:00 ,18.628,67.370,3.9,19.936
4080,09-03-07 14:50:00 ,18.652,67.346,11.8,19.936
4081,09-03-07 14:55:00 ,18.652,67.318,3.9,19.865
4082,09-03-07 15:00:00 ,18.652,67.289,3.9,19.793
4083,09-03-07 15:05:00 ,18.675,67.265,3.9,19.793
4084,09-03-07 15:10:00 ,18.675,67.265,11.8,19.722
4085,09-03-07 15:15:00 ,18.699,67.241,3.9,19.698
4086,09-03-07 15:20:00 ,18.723,67.245,3.9,19.555
4087,09-03-07 15:25:00 ,18.723,67.217,3.9,19.508
4088,09-03-07 15:30:00 ,18.747,67.193,3.9,19.389
4089,09-03-07 15:35:00 ,18.747,67.165,3.9,19.389
4090,09-03-07 15:40:00 ,18.771,67.141,3.9,19.341
4091,09-03-07 15:45:00 ,18.794,67.145,3.9,19.270
4092,09-03-07 15:50:00 ,18.794,67.116,3.9,19.222
4093,09-03-07 15:55:00 ,18.818,67.064,3.9,19.175
4094,09-03-07 16:00:00 ,18.842,67.068,3.9,19.127
4095,09-03-07 16:05:00 ,18.842,67.040,3.9,19.080
4096,09-03-07 16:10:00 ,18.842,67.011,11.8,19.032
4097,09-03-07 16:15:00 ,18.866,66.987,3.9,18.985
4098,09-03-07 16:20:00 ,18.889,66.963,3.9,18.937
4099,09-03-07 16:25:00 ,18.889,66.935,3.9,18.866
4100,09-03-07 16:30:00 ,18.913,66.910,3.9,18.818
4101,09-03-07 16:35:00 ,18.913,66.882,3.9,18.771
4102,09-03-07 16:40:00 ,18.937,66.858,3.9,18.699
4103,09-03-07 16:45:00 ,18.937,66.801,3.9,18.652
4104,09-03-07 16:50:00 ,18.937,66.801,3.9,18.604
4105,09-03-07 16:55:00 ,18.937,66.744,3.9,18.557
4106,09-03-07 17:00:00 ,18.937,66.716,3.9,18.485
4107,09-03-07 17:05:00 ,18.961,66.691,3.9,18.461
4108,09-03-07 17:10:00 ,18.961,66.663,3.9,18.366
4109,09-03-07 17:15:00 ,18.985,66.639,3.9,18.319
4110,09-03-07 17:20:00 ,18.985,66.582,11.8,18.247
4111,09-03-07 17:25:00 ,18.985,66.553,3.9,18.224
4112,09-03-07 17:30:00 ,18.985,66.525,3.9,18.152
4113,09-03-07 17:35:00 ,18.985,66.496,3.9,18.081
4114,09-03-07 17:40:00 ,18.985,66.468,3.9,17.962
4115,09-03-07 17:45:00 ,18.985,66.439,3.9,17.915
4116,09-03-07 17:50:00 ,18.985,66.411,3.9,17.843
4117,09-03-07 17:55:00 ,18.985,66.382,3.9,17.819
4118,09-03-07 18:00:00 ,18.985,66.382,11.8,17.843
4119,09-03-07 18:05:00 ,19.008,66.529,3.9,17.891
4120,09-03-07 18:10:00 ,19.008,66.700,11.8,17.938
4121,09-03-07 18:15:00 ,19.032,66.960,3.9,18.010
4122,09-03-07 18:20:00 ,19.032,67.243,3.9,18.033
4123,09-03-07 18:25:00 ,19.080,67.365,3.9,17.986
4124,09-03-07 18:30:00 ,19.103,67.341,3.9,17.938
4125,09-03-07 18:35:00 ,19.127,67.317,3.9,17.867
4126,09-03-07 18:40:00 ,19.151,67.265,11.8,17.796
4127,09-03-07 18:45:00 ,19.175,67.240,3.9,17.701
4128,09-03-07 18:50:00 ,19.175,67.155,11.8,17.605
4129,09-03-07 18:55:00 ,19.199,67.074,11.8,17.510
4130,09-03-07 19:00:00 ,19.199,66.989,11.8,17.439
4131,09-03-07 19:05:00 ,19.199,66.932,11.8,17.344
4132,09-03-07 19:10:00 ,19.222,66.880,11.8,17.296
4133,09-03-07 19:15:00 ,19.222,66.823,11.8,17.225
4134,09-03-07 19:20:00 ,19.222,66.737,11.8,17.177
4135,09-03-07 19:25:00 ,19.222,66.709,11.8,17.082
4136,09-03-07 19:30:00 ,19.222,66.652,11.8,17.011
4137,09-03-07 19:35:00 ,19.199,66.591,11.8,16.939
4138,09-03-07 19:40:00 ,19.199,66.534,3.9,16.868
4139,09-03-07 19:45:00 ,19.199,66.477,11.8,16.820
4140,09-03-07 19:50:00 ,19.175,66.387,11.8,16.749
4141,09-03-07 19:55:00 ,19.175,66.330,11.8,16.654
4142,09-03-07 20:00:00 ,19.151,66.240,11.8,16.558
4143,09-03-07 20:05:00 ,19.151,66.183,11.8,16.511
4144,09-03-07 20:10:00 ,19.127,66.179,3.9,16.439
4145,09-03-07 20:15:00 ,19.103,66.175,3.9,16.344
4146,09-03-07 20:20:00 ,19.080,66.171,3.9,16.272
4147,09-03-07 20:25:00 ,19.056,66.167,11.8,16.225
4148,09-03-07 20:30:00 ,19.032,66.162,3.9,16.177
4149,09-03-07 20:35:00 ,19.032,66.162,3.9,16.129
4150,09-03-07 20:40:00 ,19.008,66.158,3.9,16.058
4151,09-03-07 20:45:00 ,18.985,66.154,3.9,15.986
4152,09-03-07 20:50:00 ,18.937,66.146,3.9,15.939
4153,09-03-07 20:55:00 ,18.937,66.146,3.9,16.034
4154,09-03-07 21:00:00 ,18.937,66.203,3.9,16.272
4155,09-03-07 21:05:00 ,18.937,66.431,3.9,16.558
4156,09-03-07 21:10:00 ,18.961,66.663,3.9,16.868
4157,09-03-07 21:15:00 ,19.032,66.875,3.9,17.130
4158,09-03-07 21:20:00 ,19.103,67.058,11.8,17.415
4159,09-03-07 21:25:00 ,19.199,67.074,11.8,17.629
4160,09-03-07 21:30:00 ,19.294,67.091,11.8,17.819
4161,09-03-07 21:35:00 ,19.413,66.942,11.8,17.748
4162,09-03-07 21:40:00 ,19.484,66.698,11.8,17.582
4163,09-03-07 21:45:00 ,19.555,66.453,3.9,17.415
4164,09-03-07 21:50:00 ,19.603,66.262,11.8,17.249
4165,09-03-07 21:55:00 ,19.627,66.266,3.9,17.106
4166,09-03-07 22:00:00 ,19.651,66.012,3.9,16.987
4167,09-03-07 22:05:00 ,19.651,65.898,3.9,17.011
4168,09-03-07 22:10:00 ,19.674,65.902,11.8,17.225
4169,09-03-07 22:15:00 ,19.698,65.935,11.8,17.415
4170,09-03-07 22:20:00 ,19.722,65.853,11.8,17.415
4171,09-03-07 22:25:00 ,19.746,65.799,11.8,17.249
4172,09-03-07 22:30:00 ,19.793,65.721,11.8,17.153
4173,09-03-07 22:35:00 ,19.793,65.635,11.8,17.034
4174,09-03-07 22:40:00 ,19.817,65.582,11.8,16.892
4175,09-03-07 22:45:00 ,19.817,65.553,11.8,16.820
4176,09-03-07 22:50:00 ,19.817,65.553,11.8,16.654
4177,09-03-07 22:55:00 ,19.793,65.520,11.8,16.534
4178,09-03-07 23:00:00 ,19.793,65.520,11.8,16.415
4179,09-03-07 23:05:00 ,19.793,65.491,11.8,16.296
4180,09-03-07 23:10:00 ,19.770,65.430,3.9,16.201
4181,09-03-07 23:15:00 ,19.746,65.397,11.8,16.106
4182,09-03-07 23:20:00 ,19.722,65.364,3.9,15.963
4183,09-03-07 23:25:00 ,19.698,65.360,3.9,15.867
